A 313 200 000 UI POUR CENT, pommade
LEVETIRACETAM SANDOZ 1000 mg, comprimé pellliculé sécable
LEVETIRACETAM SANDOZ 250 mg, comprimé pellliculé sécable
LEVETIRACETAM SANDOZ 500 mg, comprimé pellliculé sécable
LEVETIRACETAM SUN 100 mg/ml, solution à diluer pour perfusion
LEVETIRACETAM TEVA 100 mg/ml, solution à diluer pour perfusion
LEVETIRACETAM TEVA 1000 mg, comprimé pelliculé
LEVETIRACETAM TEVA 250 mg, comprimé pelliculé
LEVETIRACETAM TEVA 500 mg, comprimé pelliculé
LEVETIRACETAM ZENTIVA LAB 1000 mg, comprimé pelliculé
LEVETIRACETAM ZENTIVA LAB 250 mg, comprimé pelliculé
LEVETIRACETAM ZENTIVA LAB 500 mg, comprimé pelliculé
LEVETIRACETAM ZYDUS 1000 mg, comprimé pelliculé
LEVETIRACETAM ZYDUS 250 mg, comprimé pelliculé
LEVETIRACETAM ZYDUS 500 mg, comprimé pelliculé
LEVIDCEN 1000 mg, granulés enrobés en sachet
LEVIDCEN 250 mg, granulés enrobés en sachet
LEVIDCEN 500 mg, granulés enrobés en sachet
LEVIDCEN 750 mg, granulés enrobés en sachet
LEVITRA 10 mg, comprimé orodispersible
LEVITRA 10 mg, comprimé pelliculé
LEVITRA 20 mg, comprimé pelliculé
LEVITRA 5 mg, comprimé pelliculé
LEVOBUPIVACAINE KABI 1,25 mg/ml, solution pour perfusion
LEVOBUPIVACAINE KABI 2,5 mg/ml, solution injectable/pour perfusion
LEVOBUPIVACAINE KABI 5 mg/ml, solution injectable/pour perfusion
LEVOCARNIL 1 g/5 ml, solution injectable en ampoule
LEVOCARNIL 100 mg/ml, solution buvable
LEVOCETIRIZINE ARROW 5 mg, comprimé pelliculé
LEVOCETIRIZINE BIOGARAN 5 mg, comprimé pelliculé
LEVOCETIRIZINE CRISTERS 5 mg, comprimé pelliculé
LEVOCETIRIZINE EG 5 mg, comprimé pelliculé
LEVOCETIRIZINE KRKA 5 mg, comprimé pelliculé
LEVOCETIRIZINE MYLAN 5 mg, comprimé pelliculé
LEVOCETIRIZINE RANBAXY 5 mg, comprimé pelliculé
LEVOCETIRIZINE RATIOPHARM 5 mg, comprimé pelliculé
LEVOCETIRIZINE SANDOZ 5 mg, comprimé pelliculé
LEVOCETIRIZINE TEVA 5 mg, comprimé pelliculé
LEVOCETIRIZINE ZENTIVA 5 mg, comprimé pelliculé
LEVODOPA BENSERAZIDE TEVA 100 mg/25 mg, gélule
LEVODOPA BENSERAZIDE TEVA 200 mg/50 mg, gélule
LEVODOPA BENSERAZIDE TEVA 50 mg/12,5 mg, gélule
LEVODOPA CARBIDOPA TEVA 100 mg/10 mg, comprimé sécable
LEVODOPA CARBIDOPA TEVA 250 mg/25 mg, comprimé sécable
LEVODOPA CARBIDOPA TEVA LP 100 mg/25 mg, comprimé à libération prolongée
LEVODOPA CARBIDOPA TEVA LP 200 mg/50 mg, comprimé à libération prolongée
LEVODOPA/CARBIDOPA ACCORD LP 200 mg/50 mg, comprimé à libération prolongée
LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 100 mg/25 mg/200 mg, comprimé pelliculé
LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 125 mg/31,25 mg/200 mg, comprimé pelliculé
LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 150 mg/37,5 mg/200 mg, comprimé pelliculé
LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 175 mg/43,75 mg/200 mg, comprimé pelliculé
LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 200 mg/50 mg/200 mg, comprimé pelliculé
LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 50 mg/12,5 mg/200 mg, comprimé pelliculé
LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 75 mg/18,75 mg/200 mg, comprimé pelliculé
LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 100 mg/25 mg/200 mg, comprimé pelliculé
LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 125 mg/31,25 mg/200 mg, comprimé pelliculé
LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 150 mg/37,5 mg/200 mg, comprimé pelliculé
LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 175 mg/43,75 mg/200 mg, comprimé pelliculé
LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 200 mg/50 mg/200 mg, comprimé pelliculé
LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 50 mg/12,5 mg/200 mg, comprimé pelliculé
LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 75 mg/18,75 mg/200 mg, comprimé pelliculé
LEVODOPA/CARBIDOPA/ENTACAPONE EG 100 mg/25 mg/200 mg, comprimé pelliculé
LEVODOPA/CARBIDOPA/ENTACAPONE EG 125 mg/31,25 mg/200 mg, comprimé pelliculé
LEVODOPA/CARBIDOPA/ENTACAPONE EG 150 mg/37,5 mg/200 mg, comprimé pelliculé
LEVODOPA/CARBIDOPA/ENTACAPONE EG 175 mg/43,75 mg/200 mg, comprimé pelliculé
LEVODOPA/CARBIDOPA/ENTACAPONE EG 200 mg/50 mg/200 mg, comprimé pelliculé
LEVODOPA/CARBIDOPA/ENTACAPONE EG 50 mg/12.5 mg/200 mg, comprimé pelliculé
LEVODOPA/CARBIDOPA/ENTACAPONE EG 75 mg/18,75 mg/200 mg, comprimé pelliculé
LEVOFLOXACINE ACCORD HEALTHCARE 500 mg, comprimé pelliculé sécable
LEVOFLOXACINE ACTAVIS 500 mg, comprimé pelliculé sécable
LEVOFLOXACINE ALMUS 500 mg, comprimé pelliculé sécable
LEVOFLOXACINE ARROW 5 mg/ml, solution pour perfusion
LEVOFLOXACINE ARROW 5 mg/ml, solution pour perfusion en poche
LEVOFLOXACINE ARROW 500 mg, comprimé pelliculé sécable
LEVOFLOXACINE ARROW LAB 500 mg, comprimé pelliculé sécable
LEVOFLOXACINE BIOGARAN 500 mg, comprimé pelliculé sécable
LEVOFLOXACINE BLUEFISH 500 mg, comprimé pelliculé sécable
LEVOFLOXACINE CRISTERS 500 mg, comprimé pelliculé sécable
LEVOFLOXACINE EG 5 mg/ml, solution pour perfusion
LEVOFLOXACINE EG 500 mg, comprimé pelliculé sécable
LEVOFLOXACINE EVOLUGEN 500 mg, comprimé pelliculé sécable
LEVOFLOXACINE HOSPIRA 5 mg/ml, solution pour perfusion
LEVOFLOXACINE ISOMED 500 mg, comprimé pelliculé sécable
LEVOFLOXACINE KABI 5 mg/ml, solution pour perfusion
LEVOFLOXACINE KRKA 500 mg, comprimé pelliculé sécable
LEVOFLOXACINE MYLAN 5 mg/ml, solution pour perfusion
LEVOFLOXACINE MYLAN 500 mg, comprimé pelliculé sécable
LEVOFLOXACINE PHR LAB 500 mg, comprimé pelliculé sécable
LEVOFLOXACINE RANBAXY 500 mg, comprimé pelliculé sécable
LEVOFLOXACINE RATIOPHARM 500 mg, comprimé pelliculé sécable
LEVOFLOXACINE SANDOZ 500 mg, comprimé pelliculé sécable
LEVOFLOXACINE TEVA 500 mg, comprimé pelliculé sécable
LEVOFLOXACINE ZENTIVA 500 mg, comprimé pelliculé sécable
LEVOFLOXACINE ZYDUS 500 mg, comprimé pelliculé sécable
LEVOFOLINATE DE CALCIUM ZENTIVA 10 mg/ml, solution injectable (IM/IV)
LEVOFOLINATE DE CALCIUM ZENTIVA 25 mg/2,5 ml, solution injectable (IM/IV)
LEVOFOLINATE DE SODIUM MEDAC 50 mg/ml, solution injectable ou pour perfusion
LEVOFREE 0,05 %, collyre en solution en récipient unidose
LEVONORGESTREL BIOGARAN 1500 microgrammes, comprimé
LEVONORGESTREL EG 1,5 mg, comprimé
LEVONORGESTREL MYLAN 1,5 mg, comprimé
LEVONORGESTREL/ETHINYLESTRADIOL BIOGARAN 150 microgrammes/30 microgrammes, comprimé enrobé
LEVONORGESTREL/ETHINYLESTRADIOL CRISTERS 100 microgrammes/20 microgrammes, comprimé pelliculé
LEVONORGESTREL/ETHINYLESTRADIOL EG 100 microgrammes/20 microgrammes, comprimé enrobé
LEVONORGESTREL/ETHINYLESTRADIOL EG 150 microgrammes/30 microgrammes, comprimé enrobé
LEVONORGESTREL/ETHINYLESTRADIOL MYLAN 100 microgrammes/20 microgrammes, comprimé enrobé
LEVONORGESTREL/ETHINYLESTRADIOL MYLAN 150 microgrammes/30 microgrammes, comprimé pelliculé
LEVONORGESTREL/ETHINYLESTRADIOL SANDOZ 100 microgrammes/20 microgrammes, comprimé pelliculé
LEVONORGESTREL/ETHINYLESTRADIOL ZENTIVA 100 microgrammes/20 microgrammes, comprimé enrobé
LEVONORGESTREL/ETHINYLESTRADIOL ZENTIVA 150 microgrammes/30 microgrammes, comprimé enrobé
LEVOPHTA 0,05 %, collyre
LEVOSOLO 1500 microgrammes, comprimé
LEVOTHYROX 100 microgrammes, comprimé sécable
LEVOTHYROX 125 microgrammes, comprimé sécable
LEVOTHYROX 150 microgrammes, comprimé sécable
LEVOTHYROX 175 microgrammes, comprimé sécable
LEVOTHYROX 200 microgrammes, comprimé sécable
LEVOTHYROX 25 microgrammes, comprimé sécable
LEVOTHYROX 50 microgrammes, comprimé sécable
LEVOTHYROX 75 microgrammes, comprimé sécable
LEVOTHYROXINE BIOGARAN 100 microgrammes, comprimé sécable
LEVOTHYROXINE BIOGARAN 125 microgrammes, comprimé sécable
LEVOTHYROXINE BIOGARAN 150 microgrammes, comprimé sécable
LEVOTHYROXINE BIOGARAN 175 microgrammes, comprimé sécable
LEVOTHYROXINE BIOGARAN 200 microgrammes, comprimé sécable
LEVOTHYROXINE BIOGARAN 25 microgrammes, comprimé sécable
LEVOTHYROXINE BIOGARAN 50 microgrammes, comprimé sécable
LEVOTHYROXINE BIOGARAN 75 microgrammes, comprimé sécable
LEVOTHYROXINE RATIOPHARM 100 µg, comprimé sécable
LEVOTHYROXINE RATIOPHARM 125 µg, comprimé sécable
LEVOTHYROXINE RATIOPHARM 150 µg, comprimé sécable
LEVOTHYROXINE RATIOPHARM 175 µg, comprimé sécable
LEVOTHYROXINE RATIOPHARM 200 µg, comprimé sécable
LEVOTHYROXINE RATIOPHARM 25 µg, comprimé sécable
LEVOTHYROXINE RATIOPHARM 50 µg, comprimé sécable
LEVOTHYROXINE RATIOPHARM 75 µg, comprimé sécable
LEVOTONINE, gélule
LEVULOSE BIOSEDRA 5 POUR CENT, solution pour perfusion
LEVULOSE HYPERTONIQUE BIOSEDRA 10 POUR CENT, solution pour perfusion
LEXOMIL ROCHE COMPRIME BAGUETTE, comprimé quadrisécable
LHRH FERRING 100 microgrammes/1 ml, solution injectable
LIBRAX, comprimé enrobé
LIDENE 15 mg, comprimé pelliculé sécable
LIDOCAINE 10 mg/mL ADRENALINE 0,0100 mg/mL AGUETTANT, solution injectable
LIDOCAINE 20 mg/mL ADRENALINE 0,0125 mg/mL AGUETTANT, solution injectable
LIDOCAINE AGUETTANT 10 mg/ml SANS CONSERVATEUR, solution injectable
LIDOCAINE AGUETTANT 10 mg/ml, solution injectable
LIDOCAINE AGUETTANT 20 mg/ml SANS CONSERVATEUR, solution injectable
LIDOCAINE AGUETTANT 5 POUR CENT, solution pour pulverisation buccale
LIDOCAINE AGUETTANT 5 mg/ml SANS CONSERVATEUR, solution injectable
LIDOCAINE PRILOCAINE BIOGARAN 5 %, crème
LIDOCAINE/PRILOCAINE AGUETTANT 5 %, crème
LIDOCAINE/PRILOCAINE AGUETTANT 5 %, pansement adhésif cutané
LIDOCAINE/PRILOCAINE BIOGARAN 5 %, pansement adhésif cutané
LIDOCAINE/PRILOCAINE ZENTIVA 5 %, crème
LIDOCAINE/PRILOCAINE ZENTIVA 5 %, pansement adhésif cutané
LIDOCAÏNE 10 mg/ml ADRENALINE 0,005 mg/ml AGUETTANT, solution injectable
LIDOCAÏNE 20 mg/ml ADRENALINE 0,005 mg/ml AGUETTANT, solution injectable
LIDOCAÏNE GRÜNENTHAL 5 %, emplâtre médicamenteux
LIKOZAM 1 mg/ml, suspension buvable
LILIUM TIGRINUM BOIRON, degré de dilution compris entre 2CH à 30CH et 4DH à 60DH
LINCOCINE 500 mg, gélule
LINCOCINE, solution injectable
LINDILANE 400 mg/25 mg, comprimé
LINEZOLIDE ARROW 600 mg, comprimé pelliculé
LINEZOLIDE KABI 2 mg/ml, solution pour perfusion
LINEZOLIDE KABI 600 mg, comprimé pelliculé
LINEZOLIDE MYLAN PHARMA 600 mg, comprimé pelliculé
LINEZOLIDE OHRE PHARMA 600 mg, comprimé pelliculé
LINEZOLIDE PANPHARMA 2 mg/mL, solution pour perfusion
LINEZOLIDE SANDOZ 600 mg, comprimé pelliculé
LIORESAL 0,05 mg/1 ml, solution injectable par voie intrathécale en ampoule
LIORESAL 10 mg, comprimé sécable
LIORESAL 10 mg/20 ml, solution injectable pour perfusion par voie intrathécale en ampoule
LIORESAL 10 mg/5 ml, solution injectable pour perfusion par voie intrathécale en ampoule
LIPANOR 100 mg, gélule
LIPANTHYL 145 mg, comprimé pelliculé
LIPANTHYL 160 mg, comprimé pelliculé
LIPANTHYL 200 micronisé, gélule
LIPANTHYL 67 Micronisé, gélule
LIPIDEM 200 mg/ml, émulsion pour perfusion
LIPIODOL ULTRA-FLUIDE 480 mg/ml, solution injectable
LIPOFEINE 5 %, gel
LIPOSIC 2 mg/g, gel ophtalmique
LIPTRUZET 10 mg/10 mg, comprimé pelliculé
LIPTRUZET 10 mg/20 mg, comprimé pelliculé
LIPTRUZET 10 mg/40 mg, comprimé pelliculé
LIPTRUZET 10 mg/80 mg, comprimé pelliculé
LIPUR 450 mg, comprimé pelliculé
LISINOPRIL ACTAVIS 20 mg, comprimé sécable
LISINOPRIL ARROW 20 mg, comprimé sécable
LISINOPRIL BIOGARAN 20 mg, comprimé sécable
LISINOPRIL BIOGARAN 5 mg, comprimé sécable
LISINOPRIL CRISTERS 20 mg, comprimé sécable
LISINOPRIL EG 20 mg, comprimé sécable
LISINOPRIL EG 5 mg, comprimé sécable
LISINOPRIL HYDROCHLOROTHIAZIDE ARROW LAB 20 mg/12,5 mg, comprimé sécable
LISINOPRIL MYLAN 20 mg, comprimé sécable
LISINOPRIL MYLAN 5 mg, comprimé sécable
LISINOPRIL MYLAN PHARMA 20 mg, comprimé sécable
LISINOPRIL MYLAN PHARMA 5 mg, comprimé sécable
LISINOPRIL PFIZER 20 mg, comprimé
LISINOPRIL PFIZER 5 mg, comprimé sécable
LISINOPRIL QUALIMED 20 mg, comprimé sécable
LISINOPRIL RATIOPHARM 20 mg, comprimé sécable
LISINOPRIL RATIOPHARM 5 mg, comprimé sécable
LISINOPRIL RPG 20 mg, comprimé sécable
LISINOPRIL RPG 5 mg, comprimé sécable
LISINOPRIL SANDOZ 20 mg, comprimé sécable
LISINOPRIL SANDOZ 5 mg, comprimé sécable
LISINOPRIL TEVA 20 mg, comprimé sécable
LISINOPRIL TEVA 5 mg, comprimé sécable
LISINOPRIL ZENTIVA 20 mg, comprimé sécable
LISINOPRIL ZYDUS 20 mg, comprimé sécable
LISINOPRIL/HYDROCHLOROTHIAZIDE ARROW 20 mg/12,5 mg, comprimé sécable
LISINOPRIL/HYDROCHLOROTHIAZIDE BIOGARAN 20 mg/12,5 mg, comprimé sécable
LISINOPRIL/HYDROCHLOROTHIAZIDE EG 20 mg/12,5 mg, comprimé sécable
LISINOPRIL/HYDROCHLOROTHIAZIDE MYLAN 20mg/12,5mg, comprimé sécable
LISINOPRIL/HYDROCHLOROTHIAZIDE MYLAN PHARMA 20 mg/12,5 mg, comprimé sécable
LISINOPRIL/HYDROCHLOROTHIAZIDE QUALIMED 20 mg/12,5 mg, comprimé sécable
LISINOPRIL/HYDROCHLOROTHIAZIDE RANBAXY 20 mg/12,5 mg, comprimé sécable
LISINOPRIL/HYDROCHLOROTHIAZIDE RATIOPHARM 20 mg/12,5 mg, comprimé sécable
LISINOPRIL/HYDROCHLOROTHIAZIDE SANDOZ 20 mg/12,5 mg, comprimé sécable
LISINOPRIL/HYDROCHLOROTHIAZIDE TEVA 20 mg/12,5 mg, comprimé sécable
LISINOPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 20 mg/12,5 mg, comprimé sécable
LISINOPRIL/HYDROCHLOROTHIAZIDE ZYDUS 20 mg/12,5 mg, comprimé sécable
LISVY 60 microgrammes/24 heures + 13 microgrammes/24 heures, dispositif transdermique
LITAK 2 mg/ml, solution injectable
LITHIODERM 8 %, gel
LITHIUM CARBONICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
LITHIUM CARBONICUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
LITHIUM OLIGOSOL, solution buvable en ampoule ou en récipient unidose
LIVIAL 2,5 mg, comprimé
LIVIAL 2,5 mg, comprimé
LOBAMINE CYSTEINE, gélule
LOCABIOTAL 0,25 %, solution pour pulvérisation nasale ou buccale
LOCACID, crème dermatologique
LOCACID, lotion
LOCALONE, lotion
LOCAPRED 0,1 POUR CENT, crème
LOCATOP 0,1 POUR CENT, crème
LOCERYL 5 %, vernis à ongles médicamenteux
LOCERYLPRO 5 %, vernis à ongles médicamenteux
LOCOID 0,1 POUR CENT, émulsion fluide pour application locale
LOCOID 0,1%, crème
LOCOID, crème épaisse pour application locale
LOCOID, lotion
LOCOID, pommade
LODALES 20 mg, comprimé pelliculé
LODALES 40 mg, comprimé pelliculé
LODINE 200 mg, comprimé pelliculé
LODINE 300 mg, comprimé pelliculé
LODOXAL 0,1 POUR CENT, collyre en récipient unidose
LODOZ 10 mg/6,25 mg, comprimé pelliculé
LODOZ 2,5 mg/6,25 mg, comprimé pelliculé
LODOZ 5 mg/6,25 mg, comprimé pelliculé
LOGIFLOX 400 mg, comprimé pelliculé sécable
LOGIMAX 5 mg/47,5 mg, comprimé pelliculé à libération prolongée
LOGIRENE, comprimé sécable
LOGROTON, comprimé pelliculé sécable
LOMEXIN 2 POUR CENT, crème
LOMEXIN 600 mg, capsule molle vaginale
LOMUDAL, solution pour nébulisation
LOMUSOL 4 POUR CENT, solution pour pulvérisation nasale
LONICERA CAPRIFOLIUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
LONOTEN 10 mg, comprimé sécable
LONOTEN 5 mg, comprimé sécable
LOPERAMIDE ALMUS 2 mg, gélule
LOPERAMIDE ARROW 2 mg, gélule
LOPERAMIDE ARROW CONSEIL 2 mg, gélule
LOPERAMIDE BIOGARAN 2 mg, gélule
LOPERAMIDE BIOGARAN CONSEIL 2 mg, gélule
LOPERAMIDE CRISTERS 2 mg, gélule
LOPERAMIDE EG 2 mg, gélule
LOPERAMIDE EVOLUGEN 2 mg, gélule
LOPERAMIDE GNR 2 mg, gélule
LOPERAMIDE LYOC 2 mg, lyophilisat oral
LOPERAMIDE MYLAN 2 mg, gélule
LOPERAMIDE MYLAN PHARMA 2 mg, gélule
LOPERAMIDE NOR 2 mg, gélule
LOPERAMIDE PHR LAB 2 mg, gélule
LOPERAMIDE RPG 2 mg, gélule
LOPERAMIDE SANDOZ 2 mg, gélule
LOPERAMIDE SANDOZ CONSEIL 2 mg, gélule
LOPERAMIDE TEVA 2 mg, comprimé pelliculé
LOPERAMIDE TEVA 2 mg, gélule
LOPERAMIDE TEVA CONSEIL 2 mg, gélule
LOPERAMIDE ZENTIVA 2 mg, gélule
LOPERAMIDE ZYDUS 2 mg, gélule
LOPERAMIDE ZYDUS FRANCE 2 mg, gélule
LOPRESSOR 100 mg, comprimé pelliculé sécable
LOPRESSOR L.P. 200 mg, comprimé sécable à libération prolongée
LOPRIL 25 mg, comprimé sécable
LOPRIL 50 mg, comprimé sécable
LORAMYC 50 mg, comprimé buccogingival muco-adhésif
LORATADINE ALMUS 10 mg, comprimé
LORATADINE ARROW 10 mg, comprimé
LORATADINE ARROW CONSEIL 10 mg, comprimé
LORATADINE BIOGARAN 10 mg, comprimé
LORATADINE BIOGARAN CONSEIL 10 mg, comprimé
LORATADINE CRISTERS 10 mg, comprimé
LORATADINE EG 10 mg, comprimé
LORATADINE MYLAN 10 mg, comprimé pelliculé
LORATADINE MYLAN CONSEIL 10 mg, comprimé
LORATADINE NEPENTHES 10 mg, comprimé
LORATADINE RANBAXY 10 mg, comprimé
LORATADINE RATIOPHARM 10 mg, comprimé sécable
LORATADINE RATIOPHARM CONSEIL 10 mg, comprimé
LORATADINE SANDOZ 10 mg, comprimé
LORATADINE SANDOZ CONSEIL 10 mg, comprimé
LORATADINE TEVA 10 mg, comprimé
LORATADINE TEVA CONSEIL 10 mg, comprimé
LORATADINE TORRENT 10 mg, comprimé
LORATADINE ZENTIVA 10 mg, comprimé
LORATADINE ZF 10 mg, comprimé
LORATADINE ZYDUS 10 mg, comprimé
LORAZEPAM BIOGARAN 1 mg, comprimé sécable
LORAZEPAM BIOGARAN 2,5 mg, comprimé sécable
LORAZEPAM MYLAN 1 mg, comprimé pelliculé sécable
LORAZEPAM MYLAN 2,5 mg, comprimé pelliculé sécable
LORMETAZEPAM ARROW 1 mg, comprimé sécable
LORMETAZEPAM ARROW 2 mg, comprimé sécable
LOSARTAN ACCORD 100 mg, comprimé pelliculé
LOSARTAN ACCORD 50 mg, comprimé pelliculé sécable
LOSARTAN ACTAVIS 100 mg, comprimé pelliculé
LOSARTAN ACTAVIS 50 mg, comprimé pelliculé sécable
LOSARTAN ALTER 100 mg, comprimé pelliculé
LOSARTAN ALTER 50 mg, comprimé pelliculé sécable
LOSARTAN ARROW 100 mg, comprimé pelliculé
LOSARTAN ARROW 50 mg, comprimé pelliculé sécable
LOSARTAN BIOGARAN 100 mg, comprimé pelliculé
LOSARTAN BIOGARAN 50 mg, comprimé pelliculé sécable
LOSARTAN CRISTERS 100 mg, comprimé pelliculé
LOSARTAN CRISTERS 50 mg, comprimé pelliculé sécable
LOSARTAN EG 100 mg, comprimé pelliculé
LOSARTAN EG 50 mg, comprimé pelliculé sécable
LOSARTAN EVOLUGEN 100 mg, comprimé pelliculé
LOSARTAN EVOLUGEN 50 mg, comprimé pelliculé sécable
LOSARTAN HYDROCHLOROTHIAZIDE ALTER 100 mg/25 mg, comprimé pelliculé sécable
LOSARTAN HYDROCHLOROTHIAZIDE ALTER 50 mg/12,5 mg, comprimé pelliculé sécable
LOSARTAN HYDROCHLOROTHIAZIDE BGR 100 mg/25 mg, comprimé pelliculé
LOSARTAN HYDROCHLOROTHIAZIDE BGR 50 mg/12,5 mg, comprimé pelliculé
LOSARTAN HYDROCHLOROTHIAZIDE RANBAXY 100 mg/25 mg, comprimé pelliculé
LOSARTAN HYDROCHLOROTHIAZIDE RANBAXY 50 mg/12,5 mg, comprimé pelliculé
LOSARTAN ISOMED 100 mg, comprimé pelliculé sécable
LOSARTAN ISOMED 50 mg, comprimé pelliculé sécable
LOSARTAN KRKA 100 mg, comprimé pelliculé
LOSARTAN KRKA 50 mg, comprimé pelliculé sécable
LOSARTAN MYLAN 100 mg, comprimé pelliculé
LOSARTAN MYLAN 50 mg, comprimé pelliculé sécable
LOSARTAN PFIZER 100 mg, comprimé pelliculé
LOSARTAN PFIZER 50 mg, comprimé pelliculé sécable
LOSARTAN PHR LAB 100 mg, comprimé pelliculé sécable
LOSARTAN PHR LAB 50 mg, comprimé pelliculé sécable
LOSARTAN QUALIMED 100 mg, comprimé pelliculé
LOSARTAN QUALIMED 50 mg, comprimé pelliculé sécable
LOSARTAN RANBAXY 100 mg, comprimé pelliculé
LOSARTAN RANBAXY 50 mg, comprimé pelliculé
LOSARTAN RATIOPHARM 100 mg, comprimé pelliculé sécable
LOSARTAN RATIOPHARM 50 mg, comprimé pelliculé sécable
LOSARTAN REF 100 mg, comprimé pelliculé
LOSARTAN REF 50 mg, comprimé pelliculé sécable
LOSARTAN SANDOZ 100 mg, comprimé pelliculé
LOSARTAN SANDOZ 50 mg, comprimé pelliculé sécable
LOSARTAN TEVA 100 mg, comprimé pelliculé sécable
LOSARTAN TEVA 50 mg, comprimé pelliculé sécable
LOSARTAN TORRENT 100 mg, comprimé pelliculé sécable
LOSARTAN TORRENT 50 mg, comprimé pelliculé sécable
LOSARTAN ZENTIVA 100 mg, comprimé pelliculé
LOSARTAN ZENTIVA 50 mg, comprimé pelliculé sécable
LOSARTAN ZYDUS 100 mg, comprimé pelliculé
LOSARTAN ZYDUS 50 mg, comprimé pelliculé sécable
LOSARTAN/HYDROCHLOROTHIAZIDE ACTAVIS 100 mg/25 mg, comprimé pelliculé
LOSARTAN/HYDROCHLOROTHIAZIDE ACTAVIS 50 mg/12,5 mg, comprimé pelliculé
LOSARTAN/HYDROCHLOROTHIAZIDE ARROW 100 mg/12,5 mg, comprimé pelliculé
LOSARTAN/HYDROCHLOROTHIAZIDE ARROW 100 mg/25 mg, comprimé pelliculé sécable
LOSARTAN/HYDROCHLOROTHIAZIDE ARROW 50 mg/12,5 mg, comprimé pelliculé sécable
LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB 100 mg/12,5 mg, comprimé pelliculé
LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB 100 mg/25 mg, comprimé pelliculé
LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB 50 mg/12,5 mg, comprimé pelliculé
LOSARTAN/HYDROCHLOROTHIAZIDE BIOGARAN 100 mg/12,5 mg, comprimé pelliculé
LOSARTAN/HYDROCHLOROTHIAZIDE BLUEFISH 100 mg/25 mg, comprimé pelliculé
LOSARTAN/HYDROCHLOROTHIAZIDE BLUEFISH 50 mg/12,5 mg, comprimé pelliculé
LOSARTAN/HYDROCHLOROTHIAZIDE BOUCHARA-RECORDATI 100 mg/25 mg, comprimé pelliculé
LOSARTAN/HYDROCHLOROTHIAZIDE BOUCHARA-RECORDATI 50 mg/12,5 mg, comprimé pelliculé
LOSARTAN/HYDROCHLOROTHIAZIDE CRISTERS 100 mg/25 mg, comprimé pelliculé sécable
LOSARTAN/HYDROCHLOROTHIAZIDE CRISTERS 50 mg/12,5 mg, comprimé pelliculé sécable
LOSARTAN/HYDROCHLOROTHIAZIDE EG 100 mg/12,5 mg, comprimé pelliculé
LOSARTAN/HYDROCHLOROTHIAZIDE EG 100 mg/25 mg, comprimé pelliculé
LOSARTAN/HYDROCHLOROTHIAZIDE EG 50 mg/12,5 mg, comprimé pelliculé
LOSARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN 100 mg/12,5 mg, comprimé pelliculé
LOSARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN 100 mg/25 mg, comprimé pelliculé sécable
LOSARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN 50 mg/12,5 mg, comprimé pelliculé sécable
LOSARTAN/HYDROCHLOROTHIAZIDE ISOMED 100 mg/12,5 mg, comprimé pelliculé
LOSARTAN/HYDROCHLOROTHIAZIDE ISOMED 100 mg/25 mg, comprimé pelliculé sécable
LOSARTAN/HYDROCHLOROTHIAZIDE ISOMED 50 mg/12,5 mg, comprimé pelliculé sécable
LOSARTAN/HYDROCHLOROTHIAZIDE KRKA 100 mg/12,5 mg, comprimé pelliculé
